"id","disease","code","disease_group_id","disease_group_code","block_code","chapter_id","block_id","level","place_of_class","type_of_code","code_1","code_2","field_11","field_12","field_13","field_14"
"212","Meningococcal infection, unspecified","A39.9","462","A39","A30","1","16","4","T","X","A39.9","A399","4-007","3-008","2-010","1-011"
"213","Streptococcal sepsis","A40","463","A40","A30","1","17","3","N","X","A40.-","A40","4-008","3-009","2-011","1-012"
"214","Sepsis due to streptococcus, group A","A40.0","463","A40","A30","1","17","4","T","X","A40.0","A400","4-008","3-009","2-011","1-012"
"215","Sepsis due to streptococcus, group B","A40.1","463","A40","A30","1","17","4","T","X","A40.1","A401","4-008","3-009","2-011","1-012"
"216","Sepsis due to streptococcus, group D","A40.2","463","A40","A30","1","17","4","T","X","A40.2","A402","4-008","3-009","2-011","1-012"
"217","Sepsis due to Streptococcus pneumoniae","A40.3","463","A40","A30","1","17","4","T","X","A40.3","A403","4-008","3-009","2-011","1-012"
"218","Other streptococcal sepsis","A40.8","463","A40","A30","1","17","4","T","X","A40.8","A408","4-008","3-009","2-011","1-012"
"219","Streptococcal sepsis, unspecified","A40.9","463","A40","A30","1","17","4","T","X","A40.9","A409","4-008","3-009","2-011","1-012"
"220","Other sepsis","A41","464","A41","A30","1","17","3","N","X","A41.-","A41","4-008","3-009","2-011","1-012"
"221","Sepsis due to Staphylococcus aureus","A41.0","464","A41","A30","1","17","4","T","X","A41.0","A410","4-008","3-009","2-011","1-012"
"222","Sepsis due to other specified staphylococcus","A41.1","464","A41","A30","1","17","4","T","X","A41.1","A411","4-008","3-009","2-011","1-012"
"223","Sepsis due to unspecified staphylococcus","A41.2","464","A41","A30","1","17","4","T","X","A41.2","A412","4-008","3-009","2-011","1-012"
"224","Sepsis due to Haemophilus influenzae","A41.3","464","A41","A30","1","17","4","T","X","A41.3","A413","4-008","3-009","2-011","1-012"
"225","Sepsis due to anaerobes","A41.4","464","A41","A30","1","17","4","T","X","A41.4","A414","4-008","3-009","2-011","1-012"
"226","Sepsis due to other Gram-negative organisms","A41.5","464","A41","A30","1","17","4","T","X","A41.5","A415","4-008","3-009","2-011","1-012"
"227","Other specified sepsis","A41.8","464","A41","A30","1","17","4","T","X","A41.8","A418","4-008","3-009","2-011","1-012"
"228","Sepsis, unspecified","A41.9","464","A41","A30","1","17","4","T","X","A41.9","A419","4-008","3-009","2-011","1-012"
"229","Actinomycosis","A42","465","A42","A30","1","18","3","N","X","A42.-","A42","4-014","3-015","2-024","1-025"
"230","Pulmonary actinomycosis","A42.0","465","A42","A30","1","18","4","T","X","A42.0","A420","4-014","3-015","2-024","1-025"
"231","Abdominal actinomycosis","A42.1","465","A42","A30","1","18","4","T","X","A42.1","A421","4-014","3-015","2-024","1-025"
"232","Cervicofacial actinomycosis","A42.2","465","A42","A30","1","18","4","T","X","A42.2","A422","4-014","3-015","2-024","1-025"
"233","Actinomycotic sepsis","A42.7","465","A42","A30","1","18","4","T","X","A42.7","A427","4-014","3-015","2-024","1-025"
"234","Other forms of actinomycosis","A42.8","465","A42","A30","1","18","4","T","X","A42.8","A428","4-014","3-015","2-024","1-025"
"235","Actinomycosis, unspecified","A42.9","465","A42","A30","1","18","4","T","X","A42.9","A429","4-014","3-015","2-024","1-025"
"236","Nocardiosis","A43","466","A43","A30","1","18","3","N","X","A43.-","A43","4-014","3-015","2-024","1-025"
"237","Pulmonary nocardiosis","A43.0","466","A43","A30","1","18","4","T","X","A43.0","A430","4-014","3-015","2-024","1-025"
"238","Cutaneous nocardiosis","A43.1","466","A43","A30","1","18","4","T","X","A43.1","A431","4-014","3-015","2-024","1-025"
"239","Other forms of nocardiosis","A43.8","466","A43","A30","1","18","4","T","X","A43.8","A438","4-014","3-015","2-024","1-025"
"240","Nocardiosis, unspecified","A43.9","466","A43","A30","1","18","4","T","X","A43.9","A439","4-014","3-015","2-024","1-025"
"241","Bartonellosis","A44","467","A44","A30","1","18","3","N","X","A44.-","A44","4-014","3-015","2-024","1-025"
"242","Systemic bartonellosis","A44.0","467","A44","A30","1","18","4","T","X","A44.0","A440","4-014","3-015","2-024","1-025"
"243","Cutaneous and mucocutaneous bartonellosis","A44.1","467","A44","A30","1","18","4","T","X","A44.1","A441","4-014","3-015","2-024","1-025"
"244","Other forms of bartonellosis","A44.8","467","A44","A30","1","18","4","T","X","A44.8","A448","4-014","3-015","2-024","1-025"
"245","Bartonellosis, unspecified","A44.9","467","A44","A30","1","18","4","T","X","A44.9","A449","4-014","3-015","2-024","1-025"
"246","Erysipelas","A46","468","A46","A30","1","18","3","T","X","A46","A46","4-014","3-015","2-024","1-025"
"247","Other bacterial diseases, not elsewhere classified","A48","469","A48","A30","1","18","3","N","X","A48.-","A48","4-014","3-015","2-024","1-025"
"248","Gas gangrene","A48.0","469","A48","A30","1","18","4","T","X","A48.0","A480","4-014","3-015","2-024","1-025"
"249","Legionnaires disease","A48.1","469","A48","A30","1","18","4","T","X","A48.1","A481","4-014","3-015","2-024","1-025"
"250","Nonpneumonic Legionnaires disease [Pontiac fever]","A48.2","469","A48","A30","1","18","4","T","X","A48.2","A482","4-014","3-015","2-024","1-025"
"251","Toxic shock syndrome","A48.3","469","A48","A30","1","18","4","T","X","A48.3","A483","4-014","3-015","2-024","1-025"
"252","Brazilian purpuric fever","A48.4","469","A48","A30","1","18","4","T","X","A48.4","A484","4-014","3-015","2-024","1-025"
"253","Other specified bacterial diseases","A48.8","469","A48","A30","1","18","4","T","X","A48.8","A488","4-014","3-015","2-024","1-025"
"254","Bacterial infection of unspecified site","A49","470","A49","A30","1","18","3","N","X","A49.-","A49","4-014","3-015","2-024","1-025"
"255","Staphylococcal infection, unspecified site","A49.0","470","A49","A30","1","18","4","T","X","A49.0","A490","4-014","3-015","2-024","1-025"
"256","Streptococcal infection, unspecified site","A49.1","470","A49","A30","1","18","4","T","X","A49.1","A491","4-014","3-015","2-024","1-025"
"257","Haemophilus influenzae infection, unspecified site","A49.2","470","A49","A30","1","18","4","T","X","A49.2","A492","4-014","3-015","2-024","1-025"
"258","Mycoplasma infection, unspecified site","A49.3","470","A49","A30","1","18","4","T","X","A49.3","A493","4-014","3-015","2-024","1-025"
"259","Other bacterial infections of unspecified site","A49.8","470","A49","A30","1","18","4","T","X","A49.8","A498","4-014","3-015","2-024","1-025"
"260","Bacterial infection, unspecified","A49.9","470","A49","A30","1","18","4","T","X","A49.9","A499","4-014","3-015","2-024","1-025"
"261","Congenital syphilis","A50","471","A50","A50","1","19","3","N","X","A50.-","A50","4-014","3-015","2-012","1-013"
"262","Early congenital syphilis, symptomatic","A50.0","471","A50","A50","1","19","4","T","X","A50.0","A500","4-014","3-015","2-012","1-013"
"263","Early congenital syphilis, latent","A50.1","471","A50","A50","1","19","4","T","X","A50.1","A501","4-014","3-015","2-012","1-013"
"264","Early congenital syphilis, unspecified","A50.2","471","A50","A50","1","19","4","T","X","A50.2","A502","4-014","3-015","2-012","1-013"
"265","Late congenital syphilitic oculopathy","A50.3","471","A50","A50","1","19","4","T","X","A50.3","A503","4-014","3-015","2-012","1-013"
"266","Late congenital neurosyphilis [juvenile neurosyphilis]","A50.4","471","A50","A50","1","19","4","T","X","A50.4","A504","4-014","3-015","2-012","1-013"
"267","Other late congenital syphilis, symptomatic","A50.5","471","A50","A50","1","19","4","T","X","A50.5","A505","4-014","3-015","2-012","1-013"
"268","Late congenital syphilis, latent","A50.6","471","A50","A50","1","19","4","T","X","A50.6","A506","4-014","3-015","2-012","1-013"
"269","Late congenital syphilis, unspecified","A50.7","471","A50","A50","1","19","4","T","X","A50.7","A507","4-014","3-015","2-012","1-013"
"270","Congenital syphilis, unspecified","A50.9","471","A50","A50","1","19","4","T","X","A50.9","A509","4-014","3-015","2-012","1-013"
"271","Early syphilis","A51","472","A51","A50","1","20","3","N","X","A51.-","A51","4-014","3-015","2-012","1-013"
"272","Primary genital syphilis","A51.0","472","A51","A50","1","20","4","T","X","A51.0","A510","4-014","3-015","2-012","1-013"
"273","Primary anal syphilis","A51.1","472","A51","A50","1","20","4","T","X","A51.1","A511","4-014","3-015","2-012","1-013"
"274","Primary syphilis of other sites","A51.2","472","A51","A50","1","20","4","T","X","A51.2","A512","4-014","3-015","2-012","1-013"
"275","Secondary syphilis of skin and mucous membranes","A51.3","472","A51","A50","1","20","4","T","X","A51.3","A513","4-014","3-015","2-012","1-013"
"276","Other secondary syphilis","A51.4","472","A51","A50","1","20","4","T","X","A51.4","A514","4-014","3-015","2-012","1-013"
"277","Early syphilis, latent","A51.5","472","A51","A50","1","20","4","T","X","A51.5","A515","4-014","3-015","2-012","1-013"
"278","Early syphilis, unspecified","A51.9","472","A51","A50","1","20","4","T","X","A51.9","A519","4-014","3-015","2-012","1-013"
"279","Late syphilis","A52","473","A52","A50","1","21","3","N","X","A52.-","A52","4-014","3-015","2-012","1-013"
"280","Cardiovascular syphilis","A52.0","473","A52","A50","1","21","4","T","X","A52.0","A520","4-014","3-015","2-012","1-013"
"281","Symptomatic neurosyphilis","A52.1","473","A52","A50","1","21","4","T","X","A52.1","A521","4-014","3-015","2-012","1-013"
"282","Asymptomatic neurosyphilis","A52.2","473","A52","A50","1","21","4","T","X","A52.2","A522","4-014","3-015","2-012","1-013"
"283","Neurosyphilis, unspecified","A52.3","473","A52","A50","1","21","4","T","X","A52.3","A523","4-014","3-015","2-012","1-013"
"284","Other symptomatic late syphilis","A52.7","473","A52","A50","1","21","4","T","X","A52.7","A527","4-014","3-015","2-012","1-013"
"285","Late syphilis, latent","A52.8","473","A52","A50","1","21","4","T","X","A52.8","A528","4-014","3-015","2-012","1-013"
"286","Late syphilis, unspecified","A52.9","473","A52","A50","1","21","4","T","X","A52.9","A529","4-014","3-015","2-012","1-013"
"287","Other and unspecified syphilis","A53","474","A53","A50","1","21","3","N","X","A53.-","A53","4-014","3-015","2-012","1-013"
"288","Latent syphilis, unspecified as early or late","A53.0","474","A53","A50","1","21","4","T","X","A53.0","A530","4-014","3-015","2-012","1-013"
"289","Syphilis, unspecified","A53.9","474","A53","A50","1","21","4","T","X","A53.9","A539","4-014","3-015","2-012","1-013"
"290","Gonococcal infection","A54","475","A54","A50","1","22","3","N","X","A54.-","A54","4-014","3-015","2-012","1-013"
"291","Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess","A54.0","475","A54","A50","1","22","4","T","X","A54.0","A540","4-014","3-015","2-012","1-013"
"292","Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess","A54.1","475","A54","A50","1","22","4","T","X","A54.1","A541","4-014","3-015","2-012","1-013"
"293","Gonococcal pelviperitonitis and other gonococcal genitourinary infections","A54.2","475","A54","A50","1","22","4","T","X","A54.2","A542","4-014","3-015","2-012","1-013"
"294","Gonococcal infection of eye","A54.3","475","A54","A50","1","22","4","T","X","A54.3","A543","4-014","3-015","2-012","1-013"
"295","Gonococcal infection of musculoskeletal system","A54.4","475","A54","A50","1","22","4","T","X","A54.4","A544","4-014","3-015","2-012","1-013"
"296","Gonococcal pharyngitis","A54.5","475","A54","A50","1","22","4","T","X","A54.5","A545","4-014","3-015","2-012","1-013"
"297","Gonococcal infection of anus and rectum","A54.6","475","A54","A50","1","22","4","T","X","A54.6","A546","4-014","3-015","2-012","1-013"
"298","Other gonococcal infections","A54.8","475","A54","A50","1","22","4","T","X","A54.8","A548","4-014","3-015","2-012","1-013"
"299","Gonococcal infection, unspecified","A54.9","475","A54","A50","1","22","4","T","X","A54.9","A549","4-014","3-015","2-012","1-013"
"300","Chlamydial lymphogranuloma (venereum)","A55","476","A55","A50","1","23","3","T","X","A55","A55","4-014","3-015","2-012","1-013"
"301","Other sexually transmitted chlamydial diseases","A56","477","A56","A50","1","23","3","N","X","A56.-","A56","4-014","3-015","2-012","1-013"
"302","Chlamydial infection of lower genitourinary tract","A56.0","477","A56","A50","1","23","4","T","X","A56.0","A560","4-014","3-015","2-012","1-013"
"303","Chlamydial infection of pelviperitoneum and other genitourinary organs","A56.1","477","A56","A50","1","23","4","T","X","A56.1","A561","4-014","3-015","2-012","1-013"
"304","Chlamydial infection of genitourinary tract, unspecified","A56.2","477","A56","A50","1","23","4","T","X","A56.2","A562","4-014","3-015","2-012","1-013"
"305","Chlamydial infection of anus and rectum","A56.3","477","A56","A50","1","23","4","T","X","A56.3","A563","4-014","3-015","2-012","1-013"
"306","Chlamydial infection of pharynx","A56.4","477","A56","A50","1","23","4","T","X","A56.4","A564","4-014","3-015","2-012","1-013"
"307","Sexually transmitted chlamydial infection of other sites","A56.8","477","A56","A50","1","23","4","T","X","A56.8","A568","4-014","3-015","2-012","1-013"
"308","Chancroid","A57","478","A57","A50","1","24","3","T","X","A57","A57","4-014","3-015","2-012","1-013"
"309","Granuloma inguinale","A58","479","A58","A50","1","24","3","T","X","A58","A58","4-014","3-015","2-012","1-013"
"310","Trichomoniasis","A59","480","A59","A50","1","24","3","N","X","A59.-","A59","4-014","3-015","2-012","1-013"
"311","Urogenital trichomoniasis","A59.0","480","A59","A50","1","24","4","T","X","A59.0","A590","4-014","3-015","2-012","1-013"
"312","Trichomoniasis of other sites","A59.8","480","A59","A50","1","24","4","T","X","A59.8","A598","4-014","3-015","2-012","1-013"
"313","Trichomoniasis, unspecified","A59.9","480","A59","A50","1","24","4","T","X","A59.9","A599","4-014","3-015","2-012","1-013"
"314","Anogenital herpesviral [herpes simplex] infection","A60","481","A60","A50","1","24","3","N","X","A60.-","A60","4-014","3-015","2-012","1-013"
"315","Herpesviral infection of genitalia and urogenital tract","A60.0","481","A60","A50","1","24","4","T","X","A60.0","A600","4-014","3-015","2-012","1-013"
"316","Herpesviral infection of perianal skin and rectum","A60.1","481","A60","A50","1","24","4","T","X","A60.1","A601","4-014","3-015","2-012","1-013"
"317","Anogenital herpesviral infection, unspecified","A60.9","481","A60","A50","1","24","4","T","X","A60.9","A609","4-014","3-015","2-012","1-013"
"318","Other predominantly sexually transmitted diseases, not elsewhere classified","A63","482","A63","A50","1","24","3","N","X","A63.-","A63","4-014","3-015","2-012","1-013"
"319","Anogenital (venereal) warts","A63.0","482","A63","A50","1","24","4","T","X","A63.0","A630","4-014","3-015","2-012","1-013"
"320","Other specified predominantly sexually transmitted diseases","A63.8","482","A63","A50","1","24","4","T","X","A63.8","A638","4-014","3-015","2-012","1-013"
"321","Unspecified sexually transmitted disease","A64","483","A64","A50","1","24","3","T","X","A64","A64","4-014","3-015","2-012","1-013"
"322","Nonvenereal syphilis","A65","484","A65","A65","1","57","3","T","X","A65","A65","4-014","3-015","2-024","1-025"
"323","Yaws","A66","485","A66","A65","1","57","3","N","X","A66.-","A66","4-014","3-015","2-024","1-025"
"324","Initial lesions of yaws","A66.0","485","A66","A65","1","57","4","T","X","A66.0","A660","4-014","3-015","2-024","1-025"
"325","Multiple papillomata and wet crab yaws","A66.1","485","A66","A65","1","57","4","T","X","A66.1","A661","4-014","3-015","2-024","1-025"
"326","Other early skin lesions of yaws","A66.2","485","A66","A65","1","57","4","T","X","A66.2","A662","4-014","3-015","2-024","1-025"
"327","Hyperkeratosis of yaws","A66.3","485","A66","A65","1","57","4","T","X","A66.3","A663","4-014","3-015","2-024","1-025"
"328","Gummata and ulcers of yaws","A66.4","485","A66","A65","1","57","4","T","X","A66.4","A664","4-014","3-015","2-024","1-025"
"329","Gangosa","A66.5","485","A66","A65","1","57","4","T","X","A66.5","A665","4-014","3-015","2-024","1-025"
"330","Bone and joint lesions of yaws","A66.6","485","A66","A65","1","57","4","T","X","A66.6","A666","4-014","3-015","2-024","1-025"
"331","Other manifestations of yaws","A66.7","485","A66","A65","1","57","4","T","X","A66.7","A667","4-014","3-015","2-024","1-025"
"332","Latent yaws","A66.8","485","A66","A65","1","57","4","T","X","A66.8","A668","4-014","3-015","2-024","1-025"
"333","Yaws, unspecified","A66.9","485","A66","A65","1","57","4","T","X","A66.9","A669","4-014","3-015","2-024","1-025"
